sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:NOME_PROCEDIMENTO,matchScore,targetConceptId,targetConceptName,targetVocabularyId,targetDomainId,targetStandardConcept,targetChildCount,targetParentCount,targetConceptClassId,targetConceptCode,targetValidStartDate,targetValidEndDate,targetInvalidReason
0403010284,SURGICAL TREATMENT OF INTRACEREBRAL HEMATOMA,-1,,TRATAMENTO CIRURGICO DE HEMATOMA INTRACEREBRAL,0.62,4019540,Evacuation of intracerebral hematoma,SNOMED,Procedure,S,1,2,Procedure,10458001,20020131,20991231,
0403010284,SURGICAL TREATMENT OF INTRACEREBRAL HEMATOMA,-1,,TRATAMENTO CIRURGICO DE HEMATOMA INTRACEREBRAL,0.62,4019540,Evacuation of intracerebral hematoma,SNOMED,Procedure,S,1,2,Procedure,10458001,20020131,20991231,
0403010284,SURGICAL TREATMENT OF INTRACEREBRAL HEMATOMA,-1,,TRATAMENTO CIRURGICO DE HEMATOMA INTRACEREBRAL,0.62,4019540,Evacuation of intracerebral hematoma,SNOMED,Procedure,S,1,2,Procedure,10458001,20020131,20991231,
0403010284,SURGICAL TREATMENT OF INTRACEREBRAL HEMATOMA,-1,,TRATAMENTO CIRURGICO DE HEMATOMA INTRACEREBRAL,0.62,4019540,Evacuation of intracerebral hematoma,SNOMED,Procedure,S,1,2,Procedure,10458001,20020131,20991231,
0403010306,SURGICAL TREATMENT OF ACUTE SUBDURAL HEMATOMA,-1,,TRATAMENTO CIRURGICO DE HEMATOMA SUBDURAL AGUDO,0.62,4242877,Evacuation of subdural hematoma,SNOMED,Procedure,S,1,4,Procedure,59712006,20020131,20991231,
0403010306,SURGICAL TREATMENT OF ACUTE SUBDURAL HEMATOMA,-1,,TRATAMENTO CIRURGICO DE HEMATOMA SUBDURAL AGUDO,0.62,4242877,Evacuation of subdural hematoma,SNOMED,Procedure,S,1,4,Procedure,59712006,20020131,20991231,
0403010306,SURGICAL TREATMENT OF ACUTE SUBDURAL HEMATOMA,-1,,TRATAMENTO CIRURGICO DE HEMATOMA SUBDURAL AGUDO,0.62,4242877,Evacuation of subdural hematoma,SNOMED,Procedure,S,1,4,Procedure,59712006,20020131,20991231,
0403010306,SURGICAL TREATMENT OF ACUTE SUBDURAL HEMATOMA,-1,,TRATAMENTO CIRURGICO DE HEMATOMA SUBDURAL AGUDO,0.62,4242877,Evacuation of subdural hematoma,SNOMED,Procedure,S,1,4,Procedure,59712006,20020131,20991231,
0403010314,SURGICAL TREATMENT OF CHRONIC SUBDURAL HEMATOMA,-1,,TRATAMENTO CIRURGICO DE HEMATOMA SUBDURAL CRONICO,0.55,4242877,Evacuation of subdural hematoma,SNOMED,Procedure,S,1,4,Procedure,59712006,20020131,20991231,
0403010314,SURGICAL TREATMENT OF CHRONIC SUBDURAL HEMATOMA,-1,,TRATAMENTO CIRURGICO DE HEMATOMA SUBDURAL CRONICO,0.55,4242877,Evacuation of subdural hematoma,SNOMED,Procedure,S,1,4,Procedure,59712006,20020131,20991231,
0403010314,SURGICAL TREATMENT OF CHRONIC SUBDURAL HEMATOMA,-1,,TRATAMENTO CIRURGICO DE HEMATOMA SUBDURAL CRONICO,0.55,4242877,Evacuation of subdural hematoma,SNOMED,Procedure,S,1,4,Procedure,59712006,20020131,20991231,
0403010314,SURGICAL TREATMENT OF CHRONIC SUBDURAL HEMATOMA,-1,,TRATAMENTO CIRURGICO DE HEMATOMA SUBDURAL CRONICO,0.55,4242877,Evacuation of subdural hematoma,SNOMED,Procedure,S,1,4,Procedure,59712006,20020131,20991231,
0403010314,SURGICAL TREATMENT OF CHRONIC SUBDURAL HEMATOMA,-1,,TRATAMENTO CIRURGICO DE HEMATOMA SUBDURAL CRONICO,0.55,4242877,Evacuation of subdural hematoma,SNOMED,Procedure,S,1,4,Procedure,59712006,20020131,20991231,
0403020050,PERIPHERAL NERVE MICRONEUROLYSIS,-1,,MICRONEUROLISE DE NERVO PERIFERICO,0.81,4225902,Neurolysis of peripheral nerve,SNOMED,Procedure,S,15,2,Procedure,8505009,20020131,20991231,
0403020050,PERIPHERAL NERVE MICRONEUROLYSIS,-1,,MICRONEUROLISE DE NERVO PERIFERICO,0.81,4225902,Neurolysis of peripheral nerve,SNOMED,Procedure,S,15,2,Procedure,8505009,20020131,20991231,
0403020050,PERIPHERAL NERVE MICRONEUROLYSIS,-1,,MICRONEUROLISE DE NERVO PERIFERICO,0.81,4225902,Neurolysis of peripheral nerve,SNOMED,Procedure,S,15,2,Procedure,8505009,20020131,20991231,
0403020050,PERIPHERAL NERVE MICRONEUROLYSIS,-1,,MICRONEUROLISE DE NERVO PERIFERICO,0.81,4225902,Neurolysis of peripheral nerve,SNOMED,Procedure,S,15,2,Procedure,8505009,20020131,20991231,
0403020050,PERIPHERAL NERVE MICRONEUROLYSIS,-1,,MICRONEUROLISE DE NERVO PERIFERICO,0.81,4225902,Neurolysis of peripheral nerve,SNOMED,Procedure,S,15,2,Procedure,8505009,20020131,20991231,
0403020069,MICRONEURORRHAPHY,-1,,MICRONEURORRAFIA,0.91,4250330,Neurorrhaphy,SNOMED,Procedure,S,11,2,Procedure,73164003,20020131,20991231,
0403020069,MICRONEURORRHAPHY,-1,,MICRONEURORRAFIA,0.91,4250330,Neurorrhaphy,SNOMED,Procedure,S,11,2,Procedure,73164003,20020131,20991231,
0403020069,MICRONEURORRHAPHY,-1,,MICRONEURORRAFIA,0.91,4250330,Neurorrhaphy,SNOMED,Procedure,S,11,2,Procedure,73164003,20020131,20991231,
0403020069,MICRONEURORRHAPHY,-1,,MICRONEURORRAFIA,0.91,4250330,Neurorrhaphy,SNOMED,Procedure,S,11,2,Procedure,73164003,20020131,20991231,
0403020069,MICRONEURORRHAPHY,-1,,MICRONEURORRAFIA,0.91,4250330,Neurorrhaphy,SNOMED,Procedure,S,11,2,Procedure,73164003,20020131,20991231,
0403020077,NON-FUNCTIONAL NEUROLYSIS OF PERIPHERAL NERVES,-1,,NEUROLISE NAO FUNCIONAL DE NERVOS PERIFERICOS,0.73,4225902,Neurolysis of peripheral nerve,SNOMED,Procedure,S,15,2,Procedure,8505009,20020131,20991231,
0403020077,NON-FUNCTIONAL NEUROLYSIS OF PERIPHERAL NERVES,-1,,NEUROLISE NAO FUNCIONAL DE NERVOS PERIFERICOS,0.73,4225902,Neurolysis of peripheral nerve,SNOMED,Procedure,S,15,2,Procedure,8505009,20020131,20991231,
0403020077,NON-FUNCTIONAL NEUROLYSIS OF PERIPHERAL NERVES,-1,,NEUROLISE NAO FUNCIONAL DE NERVOS PERIFERICOS,0.73,4225902,Neurolysis of peripheral nerve,SNOMED,Procedure,S,15,2,Procedure,8505009,20020131,20991231,
0403020077,NON-FUNCTIONAL NEUROLYSIS OF PERIPHERAL NERVES,-1,,NEUROLISE NAO FUNCIONAL DE NERVOS PERIFERICOS,0.73,4225902,Neurolysis of peripheral nerve,SNOMED,Procedure,S,15,2,Procedure,8505009,20020131,20991231,
0403020077,NON-FUNCTIONAL NEUROLYSIS OF PERIPHERAL NERVES,-1,,NEUROLISE NAO FUNCIONAL DE NERVOS PERIFERICOS,0.73,4225902,Neurolysis of peripheral nerve,SNOMED,Procedure,S,15,2,Procedure,8505009,20020131,20991231,
0403020115,SURGICAL TREATMENT OF COMPRESSIVE NEUROPATHY WITH OR WITHOUT MICROSURGERY,-1,,TRATAMENTO CIRURGICO DE NEUROPATIA COMPRESSIVA COM OU SEM MICROCIRURGIA,0.36,4304919,Decompression of peripheral nerve,SNOMED,Procedure,S,25,2,Procedure,38663004,20020131,20991231,
0403020115,SURGICAL TREATMENT OF COMPRESSIVE NEUROPATHY WITH OR WITHOUT MICROSURGERY,-1,,TRATAMENTO CIRURGICO DE NEUROPATIA COMPRESSIVA COM OU SEM MICROCIRURGIA,0.36,4304919,Decompression of peripheral nerve,SNOMED,Procedure,S,25,2,Procedure,38663004,20020131,20991231,
0403020115,SURGICAL TREATMENT OF COMPRESSIVE NEUROPATHY WITH OR WITHOUT MICROSURGERY,-1,,TRATAMENTO CIRURGICO DE NEUROPATIA COMPRESSIVA COM OU SEM MICROCIRURGIA,0.36,4249573,Compression of optic nerve,SNOMED,Condition,S,4,2,Clinical Finding,72983001,20020131,20991231,
